티커,종목명,날짜,외국인순매수,기관순매수
352820,하이브,20260508,-15890,22298
007660,이수페타시스,20260508,-268592,42765
003230,삼양식품,20260508,27584,17888
062040,산일전기,20260508,-2228,37024
000880,한화,20260508,48336,-18791
003490,대한항공,20260508,-6366,677767
005387,현대차2우B,20260508,86366,84633
000250,삼천당제약,20260508,12328,-4280
267270,HD건설기계,20260508,28335,-63101
058470,리노공업,20260508,-173801,217816
009830,한화솔루션,20260508,130983,-238564
066970,엘앤에프,20260508,-118717,-166384
000500,가온전선,20260508,-29490,49238
326030,SK바이오팜,20260508,-20931,-12496
028300,HLB,20260508,-11939,-82739
377300,카카오페이,20260508,-18075,96859
161390,한국타이어앤테크놀로지,20260508,-46935,10018
180640,한진칼,20260508,5539,6657
090430,아모레퍼시픽,20260508,-89186,-39182
078930,GS,20260508,30047,-12951
000990,DB하이텍,20260508,-63712,154992
298380,에이비엘바이오,20260508,21744,52333
241560,두산밥캣,20260508,11379,-8074
141080,리가켐바이오,20260508,-12120,76010
000100,유한양행,20260508,-97937,-9765
064400,LG씨엔에스,20260508,273986,65588
103590,일진전기,20260508,57958,-49722
052690,한전기술,20260508,-89177,-108521
082740,한화엔진,20260508,314917,-502729
454910,두산로보틱스,20260508,-566644,251127
240810,원익IPS,20260508,-56613,92163
001040,CJ,20260508,34052,-19295
032640,LG유플러스,20260508,-300469,-160398
036930,주성엔지니어링,20260508,-71948,78967
005385,현대차우,20260508,43738,15883
021240,코웨이,20260508,-5031,7216
034220,LG디스플레이,20260508,-73610,-178278
353200,대덕전자,20260508,26485,47331
011790,SKC,20260508,-102770,-104989
087010,펩트론,20260508,-7912,-22721
010060,OCI홀딩스,20260508,24284,-38227
029780,삼성카드,20260508,13576,-62632
039030,이오테크닉스,20260508,1683,24466
004020,현대제철,20260508,-21593,-74007
336260,두산퓨얼셀,20260508,-249643,116172
450080,에코프로머티,20260508,-67292,-25516
128940,한미약품,20260508,4254,4015
271560,오리온,20260508,13307,-3809
036570,NC,20260508,-2830,8069
088980,맥쿼리인프라,20260508,72604,4831
002380,KCC,20260508,4734,-674
095340,ISC,20260508,22412,56346
022100,포스코DX,20260508,9591,21528
310210,보로노이,20260508,-25676,3259
214370,케어젠,20260508,-3578,-16729
175330,JB금융지주,20260508,-55718,56622
108490,로보티즈,20260508,139197,71609
018880,한온시스템,20260508,-1275236,-544507
440110,파두,20260508,494080,211711
403870,HPSP,20260508,-142040,209071
004800,효성,20260508,-39771,4620
222800,심텍,20260508,204656,59071
011170,롯데케미칼,20260508,-10967,-73013
319400,현대무벡스,20260508,958781,29567
051900,LG생활건강,20260508,-15887,14225
088350,한화생명,20260508,-173006,-422139
004170,신세계,20260508,4440,-3570
489790,한화비전,20260508,-25300,-85295
178320,서진시스템,20260508,-199481,51963
023530,롯데쇼핑,20260508,-39677,52772
017800,현대엘리베이터,20260508,16368,-32694
011780,금호석유화학,20260508,171800,25646
111770,영원무역,20260508,9815,2468
020150,롯데에너지머티리얼즈,20260508,32547,37489
375500,DL이앤씨,20260508,-153555,-19488
012510,더존비즈온,20260508,4472,-3182
214150,클래시스,20260508,-18422,-3166
145020,휴젤,20260508,54494,39025
357780,솔브레인,20260508,-7028,-3007
214450,파마리서치,20260508,-48843,29345
251270,넷마블,20260508,-369903,-269077
036460,한국가스공사,20260508,-34302,-15169
035250,강원랜드,20260508,-107143,-81670
457190,이수스페셜티케미컬,20260508,-22843,-13197
010170,대한광통신,20260508,210919,-32848
032820,우리기술,20260508,-133105,-88384
097950,CJ제일제당,20260508,5496,-10484
226950,올릭스,20260508,-13181,-12820
084370,유진테크,20260508,2913,28253
263750,펄어비스,20260508,-19667,-67357
064760,티씨케이,20260508,7158,-2361
302440,SK바이오사이언스,20260508,-24688,-119
001720,신영증권,20260508,-3758,4528
237690,에스티팜,20260508,-510,13845
014680,한솔케미칼,20260508,4157,-6767
031210,서울보증보험,20260508,6737,-17930
071970,HD현대마린엔진,20260508,33262,-97122
028670,팬오션,20260508,205376,-195572
006360,GS건설,20260508,-288912,-161233
383220,F&F,20260508,26097,13508
439260,대한조선,20260508,-7819,-13403
005850,에스엘,20260508,95439,82311
139480,이마트,20260508,2526,85233
043260,성호전자,20260508,159559,98934
347850,디앤디파마텍,20260508,32460,-31067
139130,iM금융지주,20260508,33801,22033
005290,동진쎄미켐,20260508,-43216,5293
100790,미래에셋벤처투자,20260508,130909,6256
319660,피에스케이,20260508,-14436,-6178
058610,에스피지,20260508,328367,47658
007340,DN오토모티브,20260508,42395,-23377
083650,비에이치아이,20260508,-388648,-88579
004990,롯데지주,20260508,35503,-80336
067310,하나마이크론,20260508,86307,38649
009970,영원무역홀딩스,20260508,402,-462
204320,HL만도,20260508,277789,72699
131970,두산테스나,20260508,-22369,105471
098460,고영,20260508,86184,14357
012750,에스원,20260508,10471,-6979
229640,LS에코에너지,20260508,31045,90213
000155,두산우,20260508,4538,67
257720,실리콘투,20260508,-4486,-28637
120110,코오롱인더,20260508,-36216,27151
031980,피에스케이홀딩스,20260508,17949,-29095
082920,비츠로셀,20260508,-249262,41627
103140,풍산,20260508,4771,3410
001430,세아베스틸지주,20260508,82484,-46507
051600,한전KPS,20260508,-56324,-2434
218410,RFHIC,20260508,-1525,-2774
001450,현대해상,20260508,-8315,12283
483650,달바글로벌,20260508,-15879,-15845
030530,원익홀딩스,20260508,160237,-11775
112610,씨에스윈드,20260508,-95982,-77520
008930,한미사이언스,20260508,-9592,106
026960,동서,20260508,-13206,8688
008770,호텔신라,20260508,26983,9723
140410,메지온,20260508,5316,59
011210,현대위아,20260508,144568,38189
007810,코리아써키트,20260508,-17844,73557
018670,SK가스,20260508,-4638,6649
060370,LS마린솔루션,20260508,-41024,29256
069960,현대백화점,20260508,1778,146
279570,케이뱅크,20260508,-160610,88380
097230,HJ중공업,20260508,-56885,-78655
282330,BGF리테일,20260508,49069,27350
017960,한국카본,20260508,43708,-193506
068760,셀트리온제약,20260508,-23125,-14622
192820,코스맥스,20260508,-33511,4869
000240,한국앤컴퍼니,20260508,19800,-19761
476830,알지노믹스,20260508,46169,40509
323280,태성,20260508,-20721,15306
078600,대주전자재료,20260508,14219,-19008
005440,현대지에프홀딩스,20260508,-35990,110093
009420,한올바이오파마,20260508,11196,-37373
004370,농심,20260508,3376,2365
000120,CJ대한통운,20260508,5238,-10966
161890,한국콜마,20260508,13406,156710
322000,HD현대에너지솔루션,20260508,-20627,8447
077970,STX엔진,20260508,60222,-20535
030000,제일기획,20260508,-62587,-26544
089030,테크윙,20260508,-37631,28887
361610,SK아이이테크놀로지,20260508,5439,-9535
007070,GS리테일,20260508,222499,178797
003690,코리안리,20260508,45891,-29821
140860,파크시스템스,20260508,11987,-8834
085620,미래에셋생명,20260508,-4144,21334
035900,JYP Ent.,20260508,-16750,-13216
298020,효성티앤씨,20260508,2235,-943
041510,에스엠,20260508,5465,-14304
023590,다우기술,20260508,-11411,-9589
347700,스피어,20260508,70082,59896
002790,아모레퍼시픽홀딩스,20260508,-5759,-8063
005070,코스모신소재,20260508,-40150,-4068
081660,미스토홀딩스,20260508,8448,-26047
039200,오스코텍,20260508,-45968,84352
003540,대신증권,20260508,-13625,7378
131290,티에스이,20260508,11787,-5593
099320,쎄트렉아이,20260508,18200,-3403
395400,SK리츠,20260508,-100374,165839
027360,아주IB투자,20260508,165740,9065
080220,제주반도체,20260508,-27837,49374
101490,에스앤에스텍,20260508,46557,-59851
001120,LX인터내셔널,20260508,45030,-84801
003530,한화투자증권,20260508,15511,285782
462870,시프트업,20260508,7976,-27233
417200,LS머트리얼즈,20260508,-327965,-21199
095610,테스,20260508,-22159,14813
475830,오름테라퓨틱,20260508,3373,-8076
232140,와이씨,20260508,-9123,49097
003570,SNT다이내믹스,20260508,43336,-48984
475150,SK이터닉스,20260508,39188,-11979
189300,인텔리안테크,20260508,-29748,36734
006040,동원산업,20260508,51700,12261
437730,삼현,20260508,75761,-17255
030610,교보증권,20260508,-77404,20830
069620,대웅제약,20260508,-8209,8698
012630,HDC,20260508,-19222,2645
038500,삼표시멘트,20260508,-2385,2421
004000,롯데정밀화학,20260508,-614,2611
006280,녹십자,20260508,-17436,-5280
073240,금호타이어,20260508,90109,-173776
491000,리브스메드,20260508,-28170,1965
032350,롯데관광개발,20260508,117219,-208946
166090,하나머티리얼즈,20260508,23950,-5354
458870,씨어스,20260508,155384,-206061
183300,코미코,20260508,9143,396
445680,큐리옥스바이오시스템즈,20260508,-4956,-7955
397030,에이프릴바이오,20260508,153437,87
065350,신성델타테크,20260508,-19040,-12084
290650,엘앤씨바이오,20260508,31805,-15714
294870,IPARK현대산업개발,20260508,-41204,66997
001800,오리온홀딩스,20260508,23131,-2814
090710,휴림로봇,20260508,2014177,-7573
033790,피노,20260508,-636,125710
127120,제이에스링크,20260508,165840,-7134
195870,해성디에스,20260508,-102248,99566
051915,LG화학우,20260508,5698,-5959
034230,파라다이스,20260508,-210675,51577
085660,차바이오텍,20260508,77021,-37065
281740,레이크머티리얼즈,20260508,171147,-208469
020560,아시아나항공,20260508,-29704,4205
007310,오뚜기,20260508,209,-95
003380,하림지주,20260508,60620,30295
003470,유안타증권,20260508,-1281387,292379
032500,케이엠더블유,20260508,-45382,-76804
195940,HK이노엔,20260508,12533,-50840
093370,후성,20260508,4787,2223
006340,대원전선,20260508,520706,32931
033100,제룡전기,20260508,-140242,71651
490470,세미파이브,20260508,107214,-37238
036540,SFA반도체,20260508,103249,-167858
089970,브이엠,20260508,28313,-198045
036830,솔브레인홀딩스,20260508,79315,-21512
281820,케이씨텍,20260508,45455,-39764
001740,SK네트웍스,20260508,41736,-93513
124500,아이티센글로벌,20260508,-1149,-16382
100090,SK오션플랜트,20260508,88493,-170975
000210,DL,20260508,3928,5440
137400,피엔티,20260508,9386,-14397
082640,동양생명,20260508,-20940,56032
126340,비나텍,20260508,48509,-54893
420770,기가비스,20260508,7940,-3901
052020,에스티큐브,20260508,-28572,0
222080,씨아이에스,20260508,-276351,-25105
003090,대웅,20260508,-7768,3892
161580,필옵틱스,20260508,-35117,-6048
213420,덕산네오룩스,20260508,19832,-37229
456160,지투지바이오,20260508,-29854,59277
160190,하이젠알앤엠,20260508,16076,-42694
048410,현대바이오,20260508,-147100,-71206
388210,씨엠티엑스,20260508,685,-14234
096530,씨젠,20260508,-69245,1249
466100,클로봇,20260508,-15516,-23893
181710,NHN,20260508,6641,-19125
003240,태광산업,20260508,739,233
192080,더블유게임즈,20260508,11392,-11783
300720,한일시멘트,20260508,-15953,-1067
007390,네이처셀,20260508,-2660,-29858
000670,영풍,20260508,4700,-8418
415640,KB발해인프라,20260508,-3191,40932
330590,롯데리츠,20260508,-62525,63501
388720,유일로보틱스,20260508,9735,-14422
089860,롯데렌탈,20260508,-18862,38798
456040,OCI,20260508,15139,2316
204270,제이앤티씨,20260508,297,-32005
000080,하이트진로,20260508,32693,8177
115180,큐리언트,20260508,-19963,-4166
280360,롯데웰푸드,20260508,-1327,16955
001510,SK증권,20260508,-912184,53804
100840,SNT에너지,20260508,21445,-10793
005690,파미셀,20260508,-151438,-51527
298050,HS효성첨단소재,20260508,-3158,2053
185750,종근당,20260508,-6322,-4815
056190,에스에프에이,20260508,8360,-9609
000815,삼성화재우,20260508,13816,-4614
066575,LG전자우,20260508,47146,-1594
006650,대한유화,20260508,5033,-2788
005300,롯데칠성,20260508,9364,-19832
050890,쏠리드,20260508,-385670,9165
199800,툴젠,20260508,-2646,721
009155,삼성전기우,20260508,3203,4547
006110,삼아알미늄,20260508,21700,21237
035760,CJ ENM,20260508,-18458,-57086
014620,성광벤드,20260508,-36731,-61567
376900,로킷헬스케어,20260508,6945,4018
075580,세진중공업,20260508,-85073,-43467
248070,솔루엠,20260508,-236234,123542
365550,ESR켄달스퀘어리츠,20260508,6993,136006
499790,GS피앤엘,20260508,521,672
090460,비에이치,20260508,-86458,184716
083450,GST,20260508,-15278,3547
295310,에이치브이엠,20260508,39706,22804
002020,코오롱,20260508,63963,-21749
071055,한국금융지주우,20260508,457,-387
094170,동운아나텍,20260508,66962,2
009450,경동나비엔,20260508,-1805,-1673
078160,메디포스트,20260508,3739,-11779
046890,서울반도체,20260508,86430,-11737
074600,원익QnC,20260508,26705,26919
086450,동국제약,20260508,-19490,-8559
293490,카카오게임즈,20260508,-62495,95580
044490,태웅,20260508,-11397,193
192400,쿠쿠홀딩스,20260508,3021,1490
023160,태광,20260508,36163,-154098
033240,자화전자,20260508,9916,40684
006120,SK디스커버리,20260508,-16201,10568
057050,현대홈쇼핑,20260508,-12132,14988
451800,한화리츠,20260508,-23829,18680
108320,LX세미콘,20260508,15115,24184
056080,유진로봇,20260508,95964,-66961
356860,티엘비,20260508,19472,3808
484870,엠앤씨솔루션,20260508,-1452,-167
121600,나노신소재,20260508,1868,-16971
079900,전진건설로봇,20260508,-8309,1577
327260,RF머트리얼즈,20260508,-5134,-11578
137310,에스디바이오센서,20260508,-34785,-2043
036530,SNT홀딩스,20260508,3123,-8695
285130,SK케미칼,20260508,-11683,-10423
253450,스튜디오드래곤,20260508,-78929,-90681
053610,프로텍,20260508,38918,-34744
082270,젬백스,20260508,-5971,-19164
365340,성일하이텍,20260508,3093,-10511
003160,디아이,20260508,-21505,10136
122870,와이지엔터테인먼트,20260508,-16377,-40303
358570,지아이이노베이션,20260508,-34960,418
171090,선익시스템,20260508,-18300,-2491
009240,한샘,20260508,13577,-15317
348370,엔켐,20260508,-6033,-14947
476060,온코닉테라퓨틱스,20260508,-65444,-38339
006730,서부T&D,20260508,79682,-119766
036810,에프에스티,20260508,-5201,-2870
032190,다우데이타,20260508,20314,-8043
025540,한국단자,20260508,9529,-6279
336370,솔루스첨단소재,20260508,-59658,-9936
064960,SNT모티브,20260508,20498,-6933
004490,세방전지,20260508,12380,-16886
174900,앱클론,20260508,72492,7675
005090,SGC에너지,20260508,-6358,-4459
030190,NICE평가정보,20260508,-16245,16423
071320,지역난방공사,20260508,681,3081
009520,포스코엠텍,20260508,40813,-10056
052400,코나아이,20260508,-28563,58171
031330,에스에이엠티,20260508,163664,20898
178920,PI첨단소재,20260508,111366,-7726
003030,세아제강지주,20260508,13425,-4421
003620,KG모빌리티,20260508,29482,-49754
399720,가온칩스,20260508,-4603,10832
448900,한국피아이엠,20260508,45033,55030
102940,코오롱생명과학,20260508,30557,-696
079160,CJ CGV,20260508,-38070,121468
077360,덕산하이메탈,20260508,117573,-51441
003850,보령,20260508,-34485,-17357
011930,신성이엔지,20260508,0,0
252990,샘씨엔에스,20260508,268439,-84492
005880,대한해운,20260508,-781918,38883
084110,휴온스글로벌,20260508,-12752,54146
241710,코스메카코리아,20260508,-6096,-29611
425420,티에프이,20260508,11581,-65404
033500,동성화인텍,20260508,-994,-57089
059090,미코,20260508,27317,-26145
214320,이노션,20260508,44709,5621
348340,뉴로메카,20260508,120437,-24368
007700,F&F홀딩스,20260508,6309,-1240
102710,이엔에프테크놀로지,20260508,6189,-44321
317450,명인제약,20260508,1991,-589
253590,네오셈,20260508,-15671,-37122
112040,위메이드,20260508,24139,-17605
014820,동원시스템즈,20260508,1185,-6272
001270,부국증권,20260508,-1392,5033
000370,한화손해보험,20260508,4351,-2010
217590,티엠씨,20260508,-18124,1086
033640,네패스,20260508,-1056,-10936
001500,현대차증권,20260508,-21899,-7267
086900,메디톡스,20260508,7726,-3849
060250,NHN KCP,20260508,13918,-13842
336570,원텍,20260508,311384,58152
010780,아이에스동서,20260508,20089,-51865
272290,이녹스첨단소재,20260508,-99994,-13855
348210,넥스틴,20260508,336,6197
161000,애경케미칼,20260508,-71927,1604
278280,천보,20260508,10129,-2010
225570,넥슨게임즈,20260508,-9496,-11792
249420,일동제약,20260508,128026,-75207
368770,파이버프로,20260508,109744,-16623
015750,성우하이텍,20260508,193714,-55929
093050,LF,20260508,8287,-12004
475960,토모큐브,20260508,-80136,-15381
025980,아난티,20260508,47724,-64903
460860,동국제강,20260508,82808,-10622
069260,TKG휴켐스,20260508,-56363,-24861
486990,노타,20260508,58183,-10959
016380,KG스틸,20260508,100296,-16579
389470,인벤티지랩,20260508,4944,-2769
114090,GKL,20260508,11336,10348
001060,JW중외제약,20260508,3421,496
053800,안랩,20260508,2655,-4188
002350,넥센타이어,20260508,-22750,-40509
006910,보성파워텍,20260508,-249949,-7567
017940,E1,20260508,2349,-1428
001680,대상,20260508,312,-12978
293940,신한알파리츠,20260508,-46675,35114
372320,큐로셀,20260508,2535,-20932
200710,에이디테크놀로지,20260508,42857,-41291
005420,코스모화학,20260508,-53798,-5454
041960,코미팜,20260508,-26997,-630
089890,코세스,20260508,57001,-75393
090360,로보스타,20260508,6422,-13493
376300,디어유,20260508,-75371,-14823
089010,켐트로닉스,20260508,9896,-19362
125490,한라캐스트,20260508,956372,-266081
002840,미원상사,20260508,501,50
383800,LX홀딩스,20260508,-6278,-1118
001820,삼화콘덴서,20260508,7305,9382
033160,엠케이전자,20260508,139298,78539
214430,아이쓰리시스템,20260508,-9234,-24356
460930,현대힘스,20260508,-229,-43537
015860,일진홀딩스,20260508,-5041,30950
005180,빙그레,20260508,-1319,-4134
009900,명신산업,20260508,-216428,-18334
058650,세아홀딩스,20260508,-104,797
024850,HLB이노베이션,20260508,35182,-43484
138080,오이솔루션,20260508,-152341,-8471
002240,고려제강,20260508,-5254,922
383310,에코프로에이치엔,20260508,11261,-3535
039130,하나투어,20260508,-7661,-3498
060280,큐렉소,20260508,47042,-42421
101930,인화정공,20260508,-27164,-911
017900,광전자,20260508,97506,-514
016610,DB증권,20260508,-51806,2274
271940,일진하이솔루스,20260508,23708,-1992
000640,동아쏘시오홀딩스,20260508,3655,-2693
003280,흥아해운,20260508,406475,-995
000400,롯데손해보험,20260508,-91461,-16367
035890,서희건설,20260508,-141096,648444
493280,아이엠바이오로직스,20260508,2160,-923
067160,SOOP,20260508,-3131,9130
005250,녹십자홀딩스,20260508,-30556,-23661
010820,퍼스텍,20260508,-70902,-7227
001570,금양,20260508,0,0
104830,원익머트리얼즈,20260508,-59903,14580
005810,풍산홀딩스,20260508,5900,8826
453340,현대그린푸드,20260508,37144,47978
042000,카페24,20260508,12112,-7365
002960,한국쉘석유,20260508,-167,-6
119850,지엔씨에너지,20260508,71488,77962
092190,서울바이오시스,20260508,26094,20007
290550,디케이티,20260508,14000,197258
045100,한양이엔지,20260508,64831,729
006380,카프로,20260508,0,0
130660,한전산업,20260508,-15766,18484
317330,덕산테코피아,20260508,-80035,-5553
008060,대덕,20260508,-13882,28815
005389,현대차3우B,20260508,9933,6217
019170,신풍제약,20260508,-204549,-2691
008730,율촌화학,20260508,2865,-20865
001200,유진투자증권,20260508,60114,25518
268280,미원에스씨,20260508,-123,-254
037460,삼지전자,20260508,-13958,-1809
003545,대신증권우,20260508,-19638,-26752
003000,부광약품,20260508,28556,-94530
099190,아이센스,20260508,2595,-5437
039440,에스티아이,20260508,39081,-9216
009410,태영건설,20260508,-168216,-374
094800,맵스리얼티,20260508,-8094,83876
328130,루닛,20260508,-97114,-121365
020000,한섬,20260508,40174,31015
025900,동화기업,20260508,-59674,-13982
014830,유니드,20260508,2709,-5184
019210,와이지-원,20260508,-88073,-72774
001530,DI동일,20260508,33347,-30442
107640,한중엔시에스,20260508,10417,-14389
080580,오킨스전자,20260508,-30341,169702
452260,한화갤러리아,20260508,187779,1175
468530,프로티나,20260508,18270,-13101
018290,브이티,20260508,-19195,-10559
393890,더블유씨피,20260508,287775,-457972
003300,한일홀딩스,20260508,23761,-2294
041190,우리기술투자,20260508,-133536,-67808
122640,예스티,20260508,50764,-69205
064260,다날,20260508,63344,-1489
036620,감성코퍼레이션,20260508,57964,-79039
284740,쿠쿠홈시스,20260508,691,-1607
448730,삼성FN리츠,20260508,-22384,-23251
036170,에이치엠넥스,20260508,762176,1640
047920,HLB제약,20260508,-2848,-192
000157,두산2우B,20260508,72,0
006405,삼성SDI우,20260508,-1829,2838
093320,케이아이엔엑스,20260508,5104,-39
488900,비츠로넥스텍,20260508,11722,-854
005945,NH투자증권우,20260508,-19774,119
187660,페니트리움바이오,20260508,7307,1
105840,우진,20260508,-196182,6247
354320,알멕,20260508,-24999,13955
004690,삼천리,20260508,1113,251
034310,NICE,20260508,-6337,655
101160,월덱스,20260508,14400,-6316
168360,펨트론,20260508,62345,-77172
332570,PS일렉트로닉스,20260508,1200473,10100
394280,오픈엣지테크놀로지,20260508,26084,-52089
025320,시노펙스,20260508,-36835,-69491
079370,제우스,20260508,-67808,-11637
031430,신세계인터내셔날,20260508,-37309,57743
041830,인바디,20260508,-45560,10471
251970,펌텍코리아,20260508,2086,5088
287840,인투셀,20260508,-11732,225
092790,넥스틸,20260508,-46179,-582
211050,인카금융서비스,20260508,5248,7046
013030,하이록코리아,20260508,14545,-13383
002030,아세아,20260508,-491,-274
069540,빛과전자,20260508,7906,0
377740,바이오노트,20260508,-23304,-5531
000070,삼양홀딩스,20260508,-1172,-8261
230240,에치에프알,20260508,-101652,79102
034950,한국기업평가,20260508,1262,-94
381970,케이카,20260508,10751,-3888
376270,HEM파마,20260508,28450,6229
042370,비츠로테크,20260508,-101357,-82
002710,TCC스틸,20260508,-6042,-46412
058430,포스코스틸리온,20260508,37441,13709
230360,에코마케팅,20260508,36149,0
306200,세아제강,20260508,-1191,204
078130,국일제지,20260508,0,0
078350,한양디지텍,20260508,74732,-82745
092870,엑시콘,20260508,-17566,6043
215200,메가스터디교육,20260508,1794,10126
098070,한텍,20260508,-8296,3474
090435,아모레퍼시픽우,20260508,-1541,2418
067630,HLB생명과학,20260508,-45650,8
330860,네패스아크,20260508,3274,50350
234340,헥토파이낸셜,20260508,18510,3813
030520,한글과컴퓨터,20260508,7871,-14812
016590,신대양제지,20260508,-2545,-96
484590,삼양컴텍,20260508,6129,-21325
027410,BGF,20260508,-12387,29507
424870,이뮨온시아,20260508,30033,2838
950210,프레스티지바이오파마,20260508,-3289,-56
117730,티로보틱스,20260508,22059,-1683
029530,신도리코,20260508,1388,483
126720,수산인더스트리,20260508,-4346,9947
114810,한솔아이원스,20260508,45127,-57063
145990,삼양사,20260508,462,-1402
389500,에스비비테크,20260508,82999,7072
170920,엘티씨,20260508,22961,-18743
340570,티앤엘,20260508,8906,771
215600,신라젠,20260508,-117404,-871
015360,INVENI,20260508,-12753,1638
425040,티이엠씨,20260508,-130520,4
064820,케이프,20260508,21112,2003
110990,디아이티,20260508,17387,-34722
006220,제주은행,20260508,-14432,4343
025860,남해화학,20260508,-126750,24998
403550,쏘카,20260508,-25483,-1164
389650,넥스트바이오메디컬,20260508,7386,-1868
192650,드림텍,20260508,114661,52053
265520,AP시스템,20260508,-6627,51867
078020,LS증권,20260508,8905,3988
095660,네오위즈,20260508,271,-4988
356680,엑스게이트,20260508,56654,-1224
206650,유바이오로직스,20260508,-2390,-190
010690,화신,20260508,152713,122591
003720,삼영,20260508,110901,-49989
344820,KCC글라스,20260508,-5222,-464
078150,HB테크놀러지,20260508,65496,-506
004700,조광피혁,20260508,464,-372
072710,농심홀딩스,20260508,319,-249
254490,미래반도체,20260508,-47755,21460
105630,한세실업,20260508,-14158,-80024
455900,엔젤로보틱스,20260508,9065,-19665
475400,씨메스로보틱스,20260508,123159,10989
357120,코람코라이프인프라리츠,20260508,-14685,-3975
145720,덴티움,20260508,3563,-8694
036890,진성티이씨,20260508,-123772,50253
441270,파인엠텍,20260508,-21126,-186
089590,제주항공,20260508,19245,3648
298830,슈어소프트테크,20260508,54973,10000
101730,위메이드맥스,20260508,-1870,-6615
029460,케이씨,20260508,23406,-28421
079940,가비아,20260508,-728,22
378340,필에너지,20260508,-7268,9
355150,코스텍시스,20260508,30062,375
017810,풀무원,20260508,-21510,-12894
089980,상아프론테크,20260508,24407,75
200470,에이팩트,20260508,176739,41631
183190,아세아시멘트,20260508,-2454,524
204620,글로벌텍스프리,20260508,-423181,271341
170900,동아에스티,20260508,305,-915
025770,한국정보통신,20260508,12463,2
009160,SIMPAC,20260508,-9712,3128
241520,DSC인베스트먼트,20260508,-42219,-2381
194370,제이에스코퍼레이션,20260508,909,-20245
450950,아스테라시스,20260508,7441,379
304360,에스바이오메딕스,20260508,3033,-621
220100,퓨쳐켐,20260508,-74572,1457
005610,삼립,20260508,-1100,-14
417310,코람코더원리츠,20260508,-51524,-258
001390,KG케미칼,20260508,-30456,102769
012030,DB,20260508,285222,-71594
091700,파트론,20260508,-17539,26624
459510,나우로보틱스,20260508,-26203,-5334
069080,웹젠,20260508,-30927,-14246
